11;Artículo;Investigativa;Action research topics and questions in a foreign languages teaching practicum in Colombia;María McNulty Ferri;Íkala : Revista de Lenguaje y Cultura,  vol. 15, no. 24. ISSN: 01233432-;2010;Inglés;McNulty, M. (2010). Action Research Topics and Questions in a Foreign Languages Teaching Practicum in Colombia. Íkala, 15(1), 207-230. Retrieved from http://goo.gl/k8CIw0;;Sí ;Sí ;
12;Artículo;Investigativa;Algunos apuntes sobre la traducción de video;Gabriel Ángel Quiroz Herrera;Íkala : Revista de Lenguaje y Cultura, vol. 3, no 5. ISSN: 01233432-;1998;Español;"Quiroz, G. (1998). Algunos apuntes sobre la traducción de video. Íkala, Revista de
Lenguaje y Cultura, 3(5), 37–46. Retrieved from http://goo.gl/E5hfy8";;Sí ;Sí ;
13;Artículo;Investigativa;Algunas reflexiones acerca de la instrucción basada en contenidos;Sergio Alonso Lopera Medina;Núcleo, vol. 25, no. 30. ISSN: 07989784-;2013;Español;"Lopera, S. (2013). Algunas reflexiones acerca de la instrucción basada en contenidos. Núcleo,
30, 205–216. Retrieved from http://goo.gl/eO5ZmH";Scielo;Sí ;Sí ;https://cutt.ly/2d9jYRo
14;Artículo;Investigativa;Analysis of assessment instruments used in foreign language teaching;María Cristina Frodden Armstrong;Íkala : Revista de Lenguaje y Cultura, vol. 9, no. 15. ISSN: 01233432-;2004;Inglés;"Frodden, C., Restrepo, M., & Maturana, L. (2004). Analysis of assessment instruments
used in foreign language teaching. Íkala, Revista de Lenguaje Y Cultura, 9(15), 169–201. Retrieved from http://goo.gl/zihCBV";;Sí ;Sí ;
15;Artículo;Investigativa;Analysis of assessment instruments used in foreign language teaching;María Isabel Restrepo Marín;Íkala : Revista de Lenguaje y Cultura, vol. 9, no. 15. ISSN: 01233432-;2004;Inglés;"Frodden, C., Restrepo, M., & Maturana, L. (2004). Analysis of assessment instruments
used in foreign language teaching. Íkala, Revista de Lenguaje Y Cultura, 9(15), 169–201. Retrieved from http://goo.gl/zihCBV";;Sí ;Sí ;
16;Artículo;Investigativa;Analysis of assessment instruments used in foreign language teaching;Liliana Maturana Patarroyo;Íkala : Revista de Lenguaje y Cultura, vol. 9, no. 15. ISSN: 01233432-;2004;Inglés;"Frodden, C., Restrepo, M., & Maturana, L. (2004). Analysis of assessment instruments
used in foreign language teaching. Íkala, Revista de Lenguaje Y Cultura, 9(15), 169–201. Retrieved from http://goo.gl/zihCBV";;Sí ;Sí ;
17;Capítulo de libro;Investigativa;An image-term co-occurrence model for multilingual terminology alignment and cross-language image indexing;Diego Alberto Burgos Herrera; LSP in Colombia: advances and challenges, Peter Lang. ISBN: 9783034314343;2014;Inglés;Burgos, D. (2014). An image-term co-occurrence model for multilingual terminology alignment and cross-language image indexing. In G. Quiroz & P. Patiño (Eds.), LSP in Colombia: advances and challenges (pp. 155–168). Berna: Peter Lang AG.;;No se sube;No;
18;Artículo;Investigativa;Bestimmung von neuen Begriffen  und Termini eines bestimmten Fachbereiches;María Cecilia Plested Álvarez;Íkala: Revista de Lenguaje y Cultura, vol. 3, no. 6. ISSN: 01233432-;1998;Alemán;Plested, C., Campo, A., Quiroz, G., & Muñoz, C. (1998). Bestimmung von neuen Begriffen und Termini eines Bestimmten Fachbereiches. Íkala, Revista de Lenguaje y Cultura, 3(6), 69–78. Retrieved from http://goo.gl/wGn01G;;Sí;Sí;
19;Artículo;Investigativa;Bestimmung von neuen Begriffen  und Termini eines bestimmten Fachbereiches;Angela María Ocampo;Íkala: Revista de Lenguaje y Cultura, vol. 3, no. 6. ISSN: 01233432-;1998;Alemán;Plested, C., Campo, A., Quiroz, G., & Muñoz, C. (1998). Bestimmung von neuen Begriffen und Termini eines Bestimmten Fachbereiches. Íkala, Revista de Lenguaje y Cultura, 3(6), 69–78. Retrieved from http://goo.gl/wGn01G;;Sí;Sí;
20;Artículo;Investigativa;Bestimmung von neuen Begriffen  und Termini eines bestimmten Fachbereiches;Gabriel Ángel Quiroz Herrera;Íkala: Revista de Lenguaje y Cultura, vol. 3, no. 6. ISSN: 01233432-;1998;Alemán;Plested, C., Campo, A., Quiroz, G., & Muñoz, C. (1998). Bestimmung von neuen Begriffen und Termini eines Bestimmten Fachbereiches. Íkala, Revista de Lenguaje y Cultura, 3(6), 69–78. Retrieved from http://goo.gl/wGn01G;;Sí;Sí;
21;Artículo;Investigativa;Bestimmung von neuen Begriffen  und Termini eines bestimmten Fachbereiches;Carlos Arturo Muñoz Torres;Íkala: Revista de Lenguaje y Cultura, vol. 3, no. 6. ISSN: 01233432-;1998;Alemán;Plested, C., Campo, A., Quiroz, G., & Muñoz, C. (1998). Bestimmung von neuen Begriffen und Termini eines Bestimmten Fachbereiches. Íkala, Revista de Lenguaje y Cultura, 3(6), 69–78. Retrieved from http://goo.gl/wGn01G;;Sí;Sí;
22;Artícuo;Investigativa;Análisis de los cumplidos en el libro Interchange third edition;Sergio Alonso Lopera Medina;Lingüística y Literatura vol. 58. ISSN: 01205587-;2010;Español;"Lopera, S. (2010). Análisis de los cumplidos en el libro Interchange Third Edition. Lingüística
Y Literatura, 58, 113–133. Retrieved from http://goo.gl/JkbznM";;Sí;Sí;
23;Artículo;Investigativa;Analyse de l'adaptation cinématographique du conte « une partie de campagne » de guy de maupassant par le cinéaste jean renoir.;Claudia Cecilia Cardona Villegas;Synergies, vol. 5 ISSN: 18665268;2010;Francés;"Cardona, C., & Gómez, E. (2010). Analyse de l’adaptation cinématographique du conte
« Une partie de campagne » de Guy de Maupassant par le cinéaste Jean Renoir. Synergies, 5, 28–47. Retrieved from http://goo.gl/5L0wkJ";;Sí;Sí;
24;Artículo;Investigativa;Analyse de l'adaptation cinématographique du conte « une partie de campagne » de guy de maupassant par le cinéaste jean renoir.;Érica María Gómez Flórez;Synergies, vol. 5 ISSN: 18665268;2010;Francés;"Cardona, C., & Gómez, E. (2010). Analyse de l’adaptation cinématographique du conte
« Une partie de campagne » de Guy de Maupassant par le cinéaste Jean Renoir. Synergies, 5, 28–47. Retrieved from http://goo.gl/5L0wkJ";;Sí;Sí;
25;Capítulo de libro;Investigativa;Applying linguistic methods for a semiautomatic analysis of job specification documents;Bell Manrique Losada; LSP in Colombia: advances and challenges, Peter Lang. ISBN: 9783034314343;2014;Inglés;Manrique, B., Burgos, D., & Zapata, C. (2014). Applying linguistic methods for a semiautomatic analysis of job specification documents. In G. Quiroz & P. Patiño (Eds.), LSP in Colombia: advances and challenges (pp. 49–65). Berna: Peter Lang AG.;;No se sube;No;
26;Capítulo de libro;Investigativa;Applying linguistic methods for a semiautomatic analysis of job specification documents;Diego Alberto Burgos Herrera; LSP in Colombia: advances and challenges, Peter Lang. ISBN: 9783034314343;2014;Inglés;Manrique, B., Burgos, D., & Zapata, C. (2014). Applying linguistic methods for a semiautomatic analysis of job specification documents. In G. Quiroz & P. Patiño (Eds.), LSP in Colombia: advances and challenges (pp. 49–65). Berna: Peter Lang AG.;;No se sube;No;
27;Capítulo de libro;Investigativa;Applying linguistic methods for a semiautomatic analysis of job specification documents;Carlos Zapata; LSP in Colombia: advances and challenges, Peter Lang. ISBN: 9783034314343;2014;Inglés;Manrique, B., Burgos, D., & Zapata, C. (2014). Applying linguistic methods for a semiautomatic analysis of job specification documents. In G. Quiroz & P. Patiño (Eds.), LSP in Colombia: advances and challenges (pp. 49–65). Berna: Peter Lang AG.;;No se sube;No;
28;Artículo;Investigativa;Designing a holistic professional development program for elementary school english teachers in Colombia;Maria McNulty Ferri;Profile: Issues in Teachers' Professional Development, vol. 8. ISSN:  16570790;2007;Inglés;"McNulty, M., & Quinchía, D. (2007). Designing a Holistic Professional Development
Program for Elementary School English Teachers in Colombia*. PROFILE Issues in Teachers’ Professional Development, 8, 131–144. Retrieved from http://goo.gl/fFtYqt";;Sí;Sí;
29;Artículo;Investigativa;Designing a holistic professional development program for elementary school english teachers in Colombia;Diana Isabel Quinchía Ortiz;Profile: Issues in Teachers' Professional Development, vol. 8. ISSN:  16570790;2007;Inglés;"McNulty, M., & Quinchía, D. (2007). Designing a Holistic Professional Development
Program for Elementary School English Teachers in Colombia*. PROFILE Issues in Teachers’ Professional Development, 8, 131–144. Retrieved from http://goo.gl/fFtYqt";;Sí;Sí;
30;Artículo;Investigativa;Developing knowledge, skills and attitudes through a study group: a study on teachers professional development;Ana Maria Sierra Piedrahita;Íkala: Revista de Lenguaje y Cultura, vol. 12, no. 18. ISSN: 01233432-;2007;Inglés;"Sierra, A. (2007). Developing Knowledge, Skills and Attitudes through a Study Group: A
Study on Teachers’ Professional Development. Íkala, Revista de Lenguaje Y
Cultura, 12(18), 279–305. Retrieved from http://goo.gl/9MFqEC";;Sí;Sí;
31;Artículo;Investigativa;Caracterización de las siglas especializadas: el caso de los ámbitos de genoma humano y medio ambiente;John Jairo Giraldo Ortiz;Lenguaje, vol. 40, no. 2. ISSN: 01203479-;2012;Español;"Giraldo, J. (2012). Caracterización de las siglas especializadas : el caso de los
ámbitos de genoma humano y medio ambiente. Lenguaje, 40(2),
507–532. Retrieved from http://goo.gl/rA9TLd";;Sí;Sí;
32;Capítulo de libro;Investigativa;Challenges in the translation of general and specialized phraseology;Germán Darío Mira Álvarez; LSP in Colombia: advances and challenges, Peter Lang. ISBN: 9783034314343;2014;Inglés;Mira, G., & Giraldo, J. (2014). Challenges in the translation of general and specialized phraseology. In G. Quiroz & P. Patiño (Eds.), LSP in Colombia: advances and challenges (pp. 103–117). Berna: Peter Lang AG.;;No se sube;No;
33;Capítulo de libro;Investigativa;Challenges in the translation of general and specialized phraseology;John Jairo Giraldo Ortiz; LSP in Colombia: advances and challenges, Peter Lang. ISBN: 9783034314343;2014;Inglés;Mira, G., & Giraldo, J. (2014). Challenges in the translation of general and specialized phraseology. In G. Quiroz & P. Patiño (Eds.), LSP in Colombia: advances and challenges (pp. 103–117). Berna: Peter Lang AG.;;No se sube;No;
34;Artículo;Investigativa;Elementary English Language Instruction: Colombian Teachers’ Classroom Practices;Isabel Cristina Cadavid Múnera;Profile: Issues in Teachers' Professional Development, vol. 5. no. 1. ISSN:  16570790;2004;Inglés;Cadavid, C., McNulty, M., & Quinchía, D. (2004). Elementary English Language Instruction: Colombian Teachers’ Classroom Practices. PROFILE Issues in Teachers’ Professional Development, 5(1), 37–55. Retrieved from http://goo.gl/9DtvRW;;Sí;Sí;
35;Artículo;Investigativa;Elementary English Language Instruction: Colombian Teachers’ Classroom Practices;Maria McNulty Ferri;Profile: Issues in Teachers' Professional Development, vol. 5. no. 1. ISSN:  16570790;2004;Inglés;Cadavid, C., McNulty, M., & Quinchía, D. (2004). Elementary English Language Instruction: Colombian Teachers’ Classroom Practices. PROFILE Issues in Teachers’ Professional Development, 5(1), 37–55. Retrieved from http://goo.gl/9DtvRW;;Sí;Sí;
36;Artículo;Investigativa;Elementary English Language Instruction: Colombian Teachers’ Classroom Practices;Diana Isabel Quinchía Ortiz;Profile: Issues in Teachers' Professional Development, vol. 5. no. 1. ISSN:  16570790;2004;Inglés;Cadavid, C., McNulty, M., & Quinchía, D. (2004). Elementary English Language Instruction: Colombian Teachers’ Classroom Practices. PROFILE Issues in Teachers’ Professional Development, 5(1), 37–55. Retrieved from http://goo.gl/9DtvRW;;Sí;Sí;
37;Capítulo de libro;Investigativa;Characterization of a search space for multi-word term extraction;Diego Alberto Burgos Herrera; Innovative ways of knowledge representation and management, Sello editorial Universidad de Medellín. ISBN: 9789588692852;2012;Inglés;Burgos, D. (2012). Characterization of a search space for multi-word term extraction. In L. López (Ed.), Innovative ways of knowledge representation and management (1st ed., pp. 105–120). Medellín, Colombia: Universidad de Medellín.;;No se sube;No;
38;Artículo;Investigativa;Enseñanza cognitiva y estratégica en ciencias naturales para el desarrollo de la habilidad de solución de problemas de contaminación ambiental;Ana Elsy Díaz Monsalve;Revista Educación y Pedagogía, vol. 10 no. 21. ISSN: 01217593-;1998;Español;Díaz, A., & Quiroz, R. (1998). Enseñanza cognitiva y estratégica en ciencias naturales para el desarrollo de la habilidad de solución de problemas de contaminación ambiental. Revista Educación Y Pedagogía, 10(21),97–115. Retrieved from http://goo.gl/sk673f;;Sí;Sí;
39;Artículo;Investigativa;Enseñanza cognitiva y estratégica en ciencias naturales para el desarrollo de la habilidad de solución de problemas de contaminación ambiental;Ruth Elena Quiroz Posada;Revista Educación y Pedagogía, vol. 10 no. 21. ISSN: 01217593-;1998;Español;Díaz, A., & Quiroz, R. (1998). Enseñanza cognitiva y estratégica en ciencias naturales para el desarrollo de la habilidad de solución de problemas de contaminación ambiental. Revista Educación Y Pedagogía, 10(21),97–115. Retrieved from http://goo.gl/sk673f;;Sí;Sí;
40;Capítulo de libro;Investigativa;Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia bilingüe.;José Aldemar Álvarez Valencia;Fundamentos para el desarrollo profesional de los docentes de inglés. Editorial Univesidad de Nariño. ISBN: 9789588609980;2011;Español;Álvarez, J., Cárdenas, M., & González, A. (2011). Cobertura vs continuidad : dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia Bilingüe. In J. Bastidas & G. Muñoz (Eds.), Fundamentos para el desarrollo profesional de los docentes de inglés. (pp. 119–154). Nariño, Pasto: Calidad Educativa.;;No se sube;No;
41;Capítulo de libro;Investigativa;Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia bilingüe.;Melba Libia Cárdenas Beltrán;Fundamentos para el desarrollo profesional de los docentes de inglés. Editorial Univesidad de Nariño. ISBN: 9789588609980;2011;Español;Álvarez, J., Cárdenas, M., & González, A. (2011). Cobertura vs continuidad : dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia Bilingüe. In J. Bastidas & G. Muñoz (Eds.), Fundamentos para el desarrollo profesional de los docentes de inglés. (pp. 119–154). Nariño, Pasto: Calidad Educativa.;;No se sube;No;
42;Capítulo de libro;Investigativa;Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia bilingüe.;Adriana González Moncada;Fundamentos para el desarrollo profesional de los docentes de inglés. Editorial Univesidad de Nariño. ISBN: 9789588609980;2011;Español;Álvarez, J., Cárdenas, M., & González, A. (2011). Cobertura vs continuidad : dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia Bilingüe. In J. Bastidas & G. Muñoz (Eds.), Fundamentos para el desarrollo profesional de los docentes de inglés. (pp. 119–154). Nariño, Pasto: Calidad Educativa.;;No se sube;No;
43;Artículo;Investigativa;Evaluación en lenguas extranjeras : discursos y prácticas;Clara Inés Arias Toro;Íkala: Revista de Lenguaje y Cultura, vol. 10, no. 16. ISSN: 01233432-;2005;Español;Arias, C., & Maturana, L. (2005). Evaluación en lenguas extranjeras : discursos y prácticas. Íkala, Revista de Lenguaje Y Cultura, 10(16), 63–91. Retrieved from http://goo.gl/BCvAPr;;Sí;Sí;
44;Artículo;Investigativa;Evaluación en lenguas extranjeras : discursos y prácticas;Liliana Maturana Patarroyo;Íkala: Revista de Lenguaje y Cultura, vol. 10, no. 16. ISSN: 01233432-;2005;Español;Arias, C., & Maturana, L. (2005). Evaluación en lenguas extranjeras : discursos y prácticas. Íkala, Revista de Lenguaje Y Cultura, 10(16), 63–91. Retrieved from http://goo.gl/BCvAPr;;Sí;Sí;
45;Artículo;Investigativa;Evaluating Research Skills Development in a Colombian Undergraduate Foreign Language Teaching Program;Maria McNulty Ferri;Íkala: Revista de Lenguaje y Cultura, vol. 10, no. 16. ISSN: 01233432-;2005;Inglés;McNulty, M., & Usma, J. (2005). Evaluating Research Skills Development in a Colombian Undergraduate Foreign Language Teaching Program. Íkala, Revista de Lenguaje Y Cultura, 10(16), 95–125. Retrieved from http://goo.gl/bcbfT4;;Sí;Sí;
46;Artículo;Investigativa;Evaluating Research Skills Development in a Colombian Undergraduate Foreign Language Teaching Program;Jaime Alonso Usma Wilches;Íkala: Revista de Lenguaje y Cultura, vol. 10, no. 16. ISSN: 01233432-;2005;Inglés;McNulty, M., & Usma, J. (2005). Evaluating Research Skills Development in a Colombian Undergraduate Foreign Language Teaching Program. Íkala, Revista de Lenguaje Y Cultura, 10(16), 95–125. Retrieved from http://goo.gl/bcbfT4;;Sí;Sí;
47;Artículo;Investigativa;Consideraciones didácticas para la enseñanza de sintagmas nominales con premodificación compleja del inglés al español;Alejandro Arroyave Tobón;Núcleo, vol. 29. ISSN: 07989784-;2012;Español;Arroyave, A., & Quiroz, G. (2012). Consideraciones didácticas para la enseñanza de sintagmas nominales con premodificación compleja del inglés al español. Núcleo, 29, 179–215. Retrieved from http://goo.gl/pflPXE;;Sí;Sí;
48;Artículo;Investigativa;Consideraciones didácticas para la enseñanza de sintagmas nominales con premodificación compleja del inglés al español;Gabriel Ángel Quiroz Herrera;Núcleo, vol. 29. ISSN: 07989784-;2012;Español;Arroyave, A., & Quiroz, G. (2012). Consideraciones didácticas para la enseñanza de sintagmas nominales con premodificación compleja del inglés al español. Núcleo, 29, 179–215. Retrieved from http://goo.gl/pflPXE;;Sí;Sí;
49;Artículo;Investigativa;Culture et formation des futurs enseignants de langues: le cas d'un programme de licence dans une université publique en Colombie;Fabio Alberto Arismendi Gómez;Lenguaje, vol. 42, no. 2. ISSN: 01203479-;2014;Francés;"Arismendi, F. (2014). Culture et formation des futurs enseignants de langues : le cas d’un
programme de licence dnas une université publique en Colombie. Lenguaje, 42(2), 363–387. Retrieved from http://goo.gl/XNAosc";;Sí;Sí;
50;Artículo;Investigativa;Developing academic literacy and voice: challenges faced by a mature esl student and her instructors.;Doris Margarita Correa Ríos;Profile: Issues in Teachers' Professional Development, vol. 12. no. 1. ISSN:  16570790;2010;Inglés;"Correa, D. (2010). Developing academic literacy and voice: challenges faced by a mature
ESL student and her instructors. PROFILE Issues in Teachers’ Professional Development, 12(1), 79–94. Retrieved from http://goo.gl/4WNInp";;Sí;Sí;
51;Artículo;Investigativa;Developing new translation profiles in an undergraduate program;Gabriel Ángel Quiroz Herrera;Lenguaje, vol. 39, no. 2. ISSN: 01203479-;2011;Inglés;"Quiroz, G. (2011). Developing New Translation Profiles for an Undergraduate Program. Lenguaje,
39(2), 503–518. Retrieved from http://goo.gl/ytXq8C";;Sí;Sí;
52;Artículo;Investigativa;Diary insights of an EFL reading teacher;Sergio Alonso Lopera Medina;PROFILE: Issues in Teachers' Professional Development, vol. 15. no. 2. ISSN: 16570790;2013;Inglés;Lopera, S. (2013). Diary Insights of an EFL Reading Teacher. PROFILE Issues in Teachers’ Professional Development, 15(2), 115–126. Retrieved from http://goo.gl/jbIsbK;;Sí;Sí;
53;Artículo;Investigativa;Dietética y moral. Medicina y filosofía en la antigüedad helenística;Liliana María Molina González;Estudios de Filosofía, vol. 42. ISSN: 01213628-;2010;Español;Molina, L. (2010). Dietética y moral: Medicina y Filosofía en la antigüedad helenística. Estudios de Filosofía, 42, 209–250. Retrieved from https://cutt.ly/lflqmuh;Scielo, Dialnet;Sí;Sí;
54;Artículo;Investigativa;Improving students' learning by involving them in the design of the course;Doris Margarita Correa Ríos;Íkala: Revista de Lenguaje y Cultura, vol. 3, no. 6. ISSN: 01233432-;1998;Inglés;Correa, D. (1998). Improving students’ learning by involving them in the design of the course. Íkala, Revista De Lenguaje Y Cultura, 3(6), 33–46. Retrieved from http://goo.gl/lsaaDP;;Sí;Sí;
55;Artículo;Investigativa;Diversidad y continuidad. ¿Cómo enseñaba prácticas idiomáticas Ferdinand de Saussure?;Claudia Mejía Quijano ;Íkala: Revista de Lenguaje y Cultura, vol. 3, no. 6. ISSN: 01233432-;2009;Español;Mejia,C., Restrepo, N., & Salleg, A. (2009). Diversidad y continuidad ¿Cómo enseñaba prácticas idiomáticas Ferdinand de Saussure? Íkala, Revista de Lenguaje Y Cultura, 14(23), 87–114. Retrieved from http://goo.gl/IvBv;Scielo, Redalyc;Sí;Sí;
56;Artículo;Investigativa;Diversidad y continuidad. ¿Cómo enseñaba prácticas idiomáticas Ferdinand de Saussure?;Natalia Restrepo Montoya;Íkala: Revista de Lenguaje y Cultura, vol. 3, no. 6. ISSN: 01233432-;2009;Español;Mejia,C., Restrepo, N., & Salleg, A. (2009). Diversidad y continuidad ¿Cómo enseñaba prácticas idiomáticas Ferdinand de Saussure? Íkala, Revista de Lenguaje Y Cultura, 14(23), 87–114. Retrieved from http://goo.gl/IvBv;Scielo, Redalyc;Sí;Sí;
57;Artículo;Investigativa;Diversidad y continuidad. ¿Cómo enseñaba prácticas idiomáticas Ferdinand de Saussure?;Andrés Salleg Carvajalino;Íkala: Revista de Lenguaje y Cultura, vol. 3, no. 6. ISSN: 01233432-;2009;Español;Mejia,C., Restrepo, N., & Salleg, A. (2009). Diversidad y continuidad ¿Cómo enseñaba prácticas idiomáticas Ferdinand de Saussure? Íkala, Revista de Lenguaje Y Cultura, 14(23), 87–114. Retrieved from http://goo.gl/IvBv;Scielo, Redalyc;Sí;Sí;
58;Artículo;Investigativa;Du nouveau à propos du voyage en Lituanie de Ferdinand de Saussure;Daniel Petit; Cahiers Ferdinand de Saussur, vol 61. ISSN: 0068516X;2008;Francés;Petit, D., & Mejia, C. (2008). Du nouveau à propos du voyage de F.de Saussure en Lituanie. Cahiers Ferdinand de Saussure, 61, 133–157. http://doi.org/10.3406/slave.1957.1682;;Sí;Sí;
59;Artículo;Investigativa;Du nouveau à propos du voyage en Lituanie de Ferdinand de Saussure;Claudia Mejía Quijano ; Cahiers Ferdinand de Saussur, vol 61. ISSN: 0068516X;2008;Francés;Petit, D., & Mejia, C. (2008). Du nouveau à propos du voyage de F.de Saussure en Lituanie. Cahiers Ferdinand de Saussure, 61, 133–157. http://doi.org/10.3406/slave.1957.1682;;Sí;Sí;
60;Artículo;Investigativa;Education and language policy in Colombia: exploring processes of inclusion, exclusion, and stratification in times of global reform;Jaime Alonso Usma Wilches;PROFILE: Issues in Teachers' Professional Development, vol. 11. ISSN: 16570790;2009;Inglés;"Usma, J. (2009). Education and Language Policy in Colombia: Exploring Processes of
Inclusion, Exclusion, and Stratification in Times of Global Reform. PROFILE Issues in Teachers’ Professional Development, 11, 123–141. Retrieved";;Sí;Sí;
61;Artículo;Investigativa;Effects of strategy instruction in an EFL reading comprehension course: a case study;Sergio Alonso Lopera Medina;PROFILE: Issues in Teachers' Professional Development, vol. 14. no. 1 ISSN: 16570790;2012;Inglés;"Lopera, S. (2012). Effects of Strategy Instruction in an EFL Reading Comprehension Course: A Case Study. PROFILE Issues in Teachers’ Professional Development,
14(1), 79–89. Retrieved from http://goo.gl/w1Ciik";;Sí;Sí;
62;Artículo;Investigativa;La inclusión de la plataforma de aprendizaje en línea MOODLE en un curso de gramática contrastiva español-inglés;María Elena Ardila Restrepo;Íkala: Revista de Lenguaje y Cultura, vol. 11, no. 17. ISSN: 01233432-;2006;Español;Ardila, M., & Bedoya, J. (2006). La inclusión de la plataforma de aprendizaje en línea MOODLE en un curso de gramática contrastiva español-inglés. Íkala, Revista de Lenguaje y Cultura, 11(17), 181–205. Retrieved from http://goo.gl/gpJfbp;;Sí;Sí;
63;Artículo;Investigativa;La inclusión de la plataforma de aprendizaje en línea MOODLE en un curso de gramática contrastiva español-inglés;Juan Rodrigo Bedoya González;Íkala: Revista de Lenguaje y Cultura, vol. 11, no. 17. ISSN: 01233432-;2006;Español;Ardila, M., & Bedoya, J. (2006). La inclusión de la plataforma de aprendizaje en línea MOODLE en un curso de gramática contrastiva español-inglés. Íkala, Revista de Lenguaje y Cultura, 11(17), 181–205. Retrieved from http://goo.gl/gpJfbp;;Sí;Sí;
